comment,list of emojis,sentiment ranking,classification
خوتي لي دار متابعة ندير ليه إشهار للصفحة ديالو 🔥🔥❤❤,"['🔥', '🔥', '❤', '❤']",0.443,Positive
"للأسف لا أحد يدعم المواهب الرائعة دخلو صفحتي أقسم بالله مغادين تندمو كندير فيديوهات تحفيزية أو كنغني متبخلوش علييا ب "" فولو ""  كنتمنى تفرحوني 🙏❤","['🙏', '❤']",0.582,Positive
Taybtouna baraka 😑,['😑'],-0.314,Negative
رئيس فدرالية جمعية الآباء قالك الوزارة معلمتناش كتقولو وكنتو مشغولين في العطلة مبغاوش برزطوكوم أين هي المصداقية خيلاه👎,['👎'],-0.19,Negative
👏👏,"['👏', '👏']",0.521,Positive
❤️😍😂😮,"['❤', '😍', '😂', '😮']",0.48075,Positive
👍👍👏👏,"['👍', '👍', '👏', '👏']",0.5215,Positive
عمي صلاح😅 معندكش شي خبر على لي خرجو من دراسة وبغااو يرجعو واشتى يديرو معاهم 😊@ghomari.salaheddine,"['😅', '😊']",0.4125,Positive
"سلام عليكم 
بغينا شي حال نمدرس خصوصية كيطلبو فوق  طاقة انا بني طلولنا فوق 7000 درهم ن قسم تحضيري و نخلصو شهورة د عام لي فات و بزاف اصلا انا بني كان مقرشي ديك شهورة حيتاش مرض بسكري و رجلي مخدمشي و مبغوشي ينقصولنا و تا صديقة ديالي طلبولا فوق مليون و هدشي كامل من نخلصو فلوس ديال شهورة ديال كانو ناس مخدمين ماولو و عاد صافي بغينا نخرج بني طلبولنا 4000 درهم باش يعطونا شهادة مغادرة سراحة حشومة 😢",['😢'],0.007,Positive
🇲🇦🇲🇦,"['🇲', '🇦', '🇲', '🇦']",0.2855,Positive
🔥🔥🔥🔥🔥,"['🔥', '🔥', '🔥', '🔥', '🔥']",0.14,Positive
❤️❤️,"['❤', '❤']",0.746,Positive
👍👍👍👍,"['👍', '👍', '👍', '👍']",0.522,Positive
😍,['😍'],0.678,Positive
👍❤️😍,"['👍', '❤', '😍']",0.6486666666666667,Positive
❤️❤️❤️❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦❤️❤️❤️❤️❤️❤️❤️❤️❤️,"['🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",0.43900000000000006,Positive
اللهم ارفع عنا هذا البلاء و احفظ ملكنا و بلادنا و شعبنا❤️✌️🇲🇦🇲🇦,"['❤', '✌', '🇲', '🇦', '🇲', '🇦']",0.39199999999999996,Positive
❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
انا مغربية ومسؤولة قادرة على رفع التحدي 🙏,['🙏'],0.418,Positive
إجراءات عاجلة للحكومة المغربية بخصوص التعليم عن بعد 😎😎😎https://youtu.be/AjdbxZP8nYE,"['😎', '😎', '😎']",0.49300000000000005,Positive
قناة أبوظبي تعلن عن إيجاد لقاح كورونا عن طريق المكي الترابي 🤲🤲🤲https://youtu.be/KvRkJoojVQ8,"['🤲', '🤲', '🤲']",0.0,Objective / Non-conclusive
"سلام عليكم و رحمة الله تعالى وبركاته استاذي هدشي لي قلت في بداية الحجر  https://youtu.be/zj47andr6Tc. 👍✨👈الله ارحم ليه الولدين 🤲🤲🤲 قال المختصر المفيد 👍👍👍 غير لي بغا اضحك على راسو و اضيع ولادو 👩👨
https://youtu.be/4pLhjDRyF04","['👍', '✨', '👈', '🤲', '🤲', '🤲', '👍', '👍', '👍', '👩', '👨']",0.3197272727272727,Positive
❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
😍😂❤️😮👏,"['😍', '😂', '❤', '😮', '👏']",0.4888,Positive
❤️,['❤'],0.746,Positive
شكون قرأ نبقاو على بال بصوت الغوماري 😂😂,"['😂', '😂']",0.221,Positive
❤️👍👍👍❤️,"['❤', '👍', '👍', '👍', '❤']",0.6116,Positive
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
😍😍😍❤️❤️❤️,"['😍', '😍', '😍', '❤', '❤', '❤']",0.7120000000000001,Positive
We love you too😊,['😊'],0.645,Positive
♥️,['♥'],0.658,Positive
❤️🙏,"['❤', '🙏']",0.582,Positive
❤️🙌,"['❤', '🙌']",0.653,Positive
❤️❤️,"['❤', '❤']",0.746,Positive
سي صلاح ولا عيساوي مكناس معروفة با لفولكلور العيساوي 😚😚😂,"['😚', '😚', '😂']",0.5503333333333333,Positive
إنت لا تحبنا 😉انت تعلم ونحن نعلم والله بكل شيء أعلم 👌🤲🤲🤲🤲,"['😉', '👌', '🤲', '🤲', '🤲', '🤲']",0.17133333333333334,Positive
👍👍👍💙💙,"['👍', '👍', '👍', '💙', '💙']",0.6060000000000001,Positive
❤️❤️😍,"['❤', '❤', '😍']",0.7233333333333333,Positive
❤️❤️,"['❤', '❤']",0.746,Positive
💩,['💩'],-0.118,Negative
علااااام😂,['😂'],0.221,Positive
"#خلطة_لزيادة_الوزن
تزيد الوزن 5 - 6 كيلو شهريا :
3 حبات موز كبيره + ثلاث كاسات حليب كامل الدسم او حليب بقر + 10 حبات تمر + كأس زبيب + 3 ملاعق عسل ( نضعهم سويا في الخلاط ) ويشرب منها مرتين ضمن ساعات النهار وقبل النوم 
بالإضافة لشرب الحلبة يوميا على الريق وفوائدها ليست فقط لزيادة الوزن بل تساعد في توريد الخدود وتعبئة مناطق الجسم الضعيفة اي انها لاتنفخ الجسم بل تجمله وتحسن البشرة كثيرا وتزيد من لمعة الشعر وحيويته :
 أغليها مع كاسة ماء لمدة 5 دقائق  واتركيها تفتر ثم اشربيها وداومي عليها حتى وصولك للوزن المناسب🙋‍♂️","['🙋', '♂']",0.346,Positive
❤️❤️,"['❤', '❤']",0.746,Positive
🍋🍋🍋🍋,"['🍋', '🍋', '🍋', '🍋']",0.263,Positive
👍👍👍👍👍,"['👍', '👍', '👍', '👍', '👍']",0.522,Positive
@soufiane.elouadiki  دخلو تفاعلوا مع هاد  الكونط لي فطاغ تيحط شيحاجة زوينة وصلوليه الكونط ل20k 🙏🙏🙏,"['🙏', '🙏', '🙏']",0.418,Positive
👏👏👏,"['👏', '👏', '👏']",0.521,Positive
🔥🔥🔥🔥🔥,"['🔥', '🔥', '🔥', '🔥', '🔥']",0.14,Positive
😍,['😍'],0.678,Positive
انا عارضة أزياء مبتدئة اطلب منكم ان تدعموني 🙏,['🙏'],0.418,Positive
إجراءات عاجلة للحكومة المغربية بخصوص التعليم عن بعد 😎😎😎https://youtu.be/AjdbxZP8nYE,"['😎', '😎', '😎']",0.49300000000000005,Positive
قناة أبوظبي تعلن عن إيجاد لقاح كورونا عن طريق المكي الترابي 🤲🤲🤲https://youtu.be/KvRkJoojVQ8,"['🤲', '🤲', '🤲']",0.0,Objective / Non-conclusive
تبارك الله الغماري 😉,['😉'],0.464,Positive
👏👏,"['👏', '👏']",0.521,Positive
❤️بون كوراج,['❤'],0.746,Positive
"السلام عليكم  لو سمحت سيدي صلاح  أريد أن أستفهمك عن الداخلية ، لأن في خطاب وزير التعليم السيد أمزازي لم يتطرق للحديث عن الفئة المقيمة بالقسم الداخلي ، نظرا لكون هذا الأخير ضروري لنا في حالة اختيارنا ""الحضوري"" ،و نحن في أمس الحاجة له 😔🙏.
وفي انتظار جوابك ،سيدي، لكم خالص الشكر و التقدير","['😔', '🙏']",0.136,Positive
😇🤔🤬,"['😇', '🤔', '🤬']",0.19999999999999998,Positive
بغينا دكتور ديالنا جمال معتوق👍,['👍'],0.522,Positive
❤️,['❤'],0.746,Positive
شكر خاص لك اخي عجباتني الحلقة وخاصة تكلم رئيس جمعية الاباء على ممكن الطالب يقرا المواد العلمية عن قرب والمواد الاخرى عن بعد أو العكس بزاف النقط تكلم عليهم 👏👏👏👏👏👏👏,"['👏', '👏', '👏', '👏', '👏', '👏', '👏']",0.521,Positive
3mi lghomari ra nad fik shib🙂,['🙂'],0.0,Objective / Non-conclusive
✋✋✋✋✋✋✋✋✋✋✋stop manak alhimari,"['✋', '✋', '✋', '✋', '✋', '✋', '✋', '✋', '✋', '✋', '✋']",0.127,Positive
3lach chi nhar dir barnamaj fi dawr l7okoma limowajahat had l ja2i7a dima ghi lmowatinin khasshom yaltazmo o l7okoma makhasshach taltazam?? 🤔,['🤔'],0.0,Objective / Non-conclusive
❤️😍,"['❤', '😍']",0.712,Positive
Il faut faite sortir bouzriwita car bcp de gens ne respectent pas et ne portent tjs pas le masque punir les epiciers qui malgre les conseils des autorites laissent encore les clients rentrer a leur boutique et parfois sans masque ca me revolte 😪,['😪'],-0.081,Negative
👏👏👏,"['👏', '👏', '👏']",0.521,Positive
❤️,['❤'],0.746,Positive
😍😍❤️❤️ذ,"['😍', '😍', '❤', '❤']",0.7120000000000001,Positive
الله اجازكم كل خير🌹✨ الله اخليك ممكن ملاحظة : واش ممكن وزارة تعليم توحد المقررات الدراسية لان يصعب على من لا يتوفر على نفس مقرارت المنصة التي انشاتها الوزارة، ان يستفيد . اتمنى لكم المزيد من العطاء. وفقكم الله لكل خير 🌹,"['🌹', '✨', '🌹']",0.5243333333333333,Positive
واش كاينة فلوس تضامن واخة تفرجنا 👏👏,"['👏', '👏']",0.521,Positive
🙄🙄🙄🙄😢😢😢,"['🙄', '🙄', '🙄', '🙄', '😢', '😢', '😢']",0.003,Positive
تفرجت في الحلقة الله يعطيك الصحة 👏👏👏👏👏👏👏👏👏,"['👏', '👏', '👏', '👏', '👏', '👏', '👏', '👏', '👏']",0.521,Positive
❤️,['❤'],0.746,Positive
ربي معك 😍😍😍😍,"['😍', '😍', '😍', '😍']",0.678,Positive
الله يرحمها 🙏,['🙏'],0.418,Positive
😢,['😢'],0.007,Positive
لروحها الطاهرة السلام 😢,['😢'],0.007,Positive
Lah ichafih yarab 😢,['😢'],0.007,Positive
انا لله وانا اليه راجعون 😢,['😢'],0.007,Positive
ان الله وان اليه راجعون 😢,['😢'],0.007,Positive
😢😢😢,"['😢', '😢', '😢']",0.007,Positive
صنم اخر يضاف للقائمة ، مزال يساليو واحد بواحد هاد كورونا ماعوالاش تزكل شي حد 🤔 انا حزين على تريا جبران ايضا .,['🤔'],0.0,Objective / Non-conclusive
إنا لله وإنا إليه راجعون 😢😢😢,"['😢', '😢', '😢']",0.007,Positive
😢,['😢'],0.007,Positive
😢😢😢😢إنا لله وإنا إليه راجعون اللهم أسكنه فسيح جناتك و اجعل مثواه الجنة ❤️,"['😢', '😢', '😢', '😢', '❤']",0.1548,Positive
❤️😥,"['❤', '😥']",0.4345,Positive
😢,['😢'],0.007,Positive
😢انا لله وانا اليه راجعون,['😢'],0.007,Positive
😮😢,"['😮', '😢']",0.14250000000000002,Positive
😢,['😢'],0.007,Positive
💚💚,"['💚', '💚']",0.659,Positive
👍👍👍👍,"['👍', '👍', '👍', '👍']",0.522,Positive
👍👍👍,"['👍', '👍', '👍']",0.522,Positive
Ok si elghomari à 9h45 ce soir inchae allah mais ne soyez pas trop sévère avec nous 😍,['😍'],0.678,Positive
👏👏👏twahchnak,"['👏', '👏', '👏']",0.521,Positive
♥️❤️♥️❤️♥️♥️❤️♥️,"['♥', '❤', '♥', '❤', '♥', '♥', '❤', '♥']",0.691,Positive
👍,['👍'],0.522,Positive
😂,['😂'],0.221,Positive
❤️❤️👍👍👍,"['❤', '❤', '👍', '👍', '👍']",0.6116000000000001,Positive
😍😍😍😍😍😍😍😍😍😍,"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",0.678,Positive
🇲🇦🇲🇦🇲🇦🇲🇦👍👍👍👍👍👍,"['🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '👍', '👍', '👍', '👍', '👍', '👍']",0.38685714285714295,Positive
👏👏👍,"['👏', '👏', '👍']",0.5213333333333333,Positive
وتا دييييير لكماما 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
"🆘️🆘️Nous sommes plus que 1000 etudiants li jaw mn la chine pendant les vacances de l’hiver ou l’evacuation dans les debuts de corona a wuhan (w li ghi 5% mn le tout la chine mashi hia wuhan w wuhan mashi hia la chine ) kna dayrin l7sab l 1 ou 2 mois maintenant on est coincés ici les universités nous demandent de revenir pour la prochaine année scolaire mais on peut pas puisque l7odod bin la chine w lmeghrib ba9in msdudin d’autres universités ont proposé des cours en ligne pour ce premier semestre aussi walakin c la solution li ta7ed mabaghiha nadaran lfashal dyalha f le dernier semestre a cause de l'intervalle de temps de 7h entre la chine et le maroc w linternet t9ila db knkhelso lkra deja ghir pour garder nos affaires f aman wakha makininsh temak w on est obligés nkhelso lmedrassa wakha ma3arfinsh bdept lmasir dyalna wash an9raw wla la 7et kin li 7ta la possibilité dyal les cours en ligne ma3ndush on a contacté les deux ambassades le ministère des Affaires étrangères w ba9i ta7ad majawbna w le temps presse la rentrée scolaire 3edna katbda f sept mab9a walo tout ce quon demande cest une permission pour y aller en chine continuer nos etudes je répète ghir terkhiss rien de plus w ga3 lmasarif aykuno 3lina merci beaucoup w kntmenaw had rissala dyalna twsel lmes2oulin f a9rab we9t 🆘️🆘️السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.","['🆘', '🆘', '🆘', '🆘']",0.091,Positive
👍👍👍👍👍,"['👍', '👍', '👍', '👍', '👍']",0.522,Positive
👏,['👏'],0.521,Positive
👏,['👏'],0.521,Positive
👍👏👏👏👍,"['👍', '👏', '👏', '👏', '👍']",0.5214000000000001,Positive
تةاةههووزوززززززظظظظفغ😍😍😍😍,"['😍', '😍', '😍', '😍']",0.678,Positive
😭😭😭😭😭😭😭😭😭😭,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",-0.09299999999999999,Negative
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
la tortuga🤣🤣,"['🤣', '🤣']",0.0,Objective / Non-conclusive
👎👎👎👎👎👎👎🤣,"['👎', '👎', '👎', '👎', '👎', '👎', '👎', '🤣']",-0.16624999999999998,Negative
تصدمت ليوم 😒😒,"['😒', '😒']",-0.375,Negative
الغماري  باباري ❤️❤️,"['❤', '❤']",0.746,Positive
😭😭😭😭😭😭😭😭😭😭,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",-0.09299999999999999,Negative
للأسف حقيقة  المرة 😔😔😔😔😔,"['😔', '😔', '😔', '😔', '😔']",-0.146,Negative
🔥🔥🔥🔥البارصا محااااااال كانو يدربو كانو مساااااكن محتارمين الحجر الصحي، تلاقوا مع الماكينة هههههههههه طحنوهم بكمامتهم بكورونتهم........ وااااقسلا اللقاح تجرب فيهم 😂😂😂😂😂😂,"['🔥', '🔥', '🔥', '🔥', '😂', '😂', '😂', '😂', '😂', '😂']",0.18860000000000005,Positive
😮😮😮😮,"['😮', '😮', '😮', '😮']",0.278,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
البنات لي كيدخلو الكوزينة و مكيعرفوش اشمن شهيوة يوجدو ، دخلو عندي كندير وصفات سهلة و مختلفة عن المعتاد و ان شاء الله يعجبوكم و تشتركو معايا باش تشجعوني ❤️,['❤'],0.746,Positive
🙌hala madrid,['🙌'],0.56,Positive
😂 الحقيقة  المرة,['😂'],0.221,Positive
طلب الزواج بثلاث لهجات مغربية تقليد جامد 🤣🤣🥰https://youtu.be/yFZ30IM8t2o,"['🤣', '🤣', '🥰']",0.0,Objective / Non-conclusive
🔥🔥🔥😂😂,"['🔥', '🔥', '🔥', '😂', '😂']",0.1724,Positive
Hhhhhh🤣🤣🤣🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
👏👏,"['👏', '👏']",0.521,Positive
@ghomari.salaheddine خويا صلاح حطو بوستات تسلط الضوء على الوضع المزري للمستشفيات والمواطنين اللي كيعانيو ونقص المستزمات الطبية والكوادر كذالك في فهاد المحنة واستهتار المسؤولين راه الاعلام هو المسؤول على فضح معاناة الشعب راكم صوت الشعب ياريت الرسالة تكون وصلت 💔💔💔💔,"['💔', '💔', '💔', '💔']",-0.122,Negative
😂,['😂'],0.221,Positive
ghomari. salahddine علاش مبقيتيش كدير برنامج اسىلة كورونا راه المغرب غرق 🙌,['🙌'],0.56,Positive
راه نسابك لقاو اللقاح شوف معاهم  يسيفطوه لينا على وجه النسوبية لبيناتنا 😂😂,"['😂', '😂']",0.221,Positive
👍👍👍🙏😍,"['👍', '👍', '👍', '🙏', '😍']",0.5324,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
Madmax 😂 😂,"['😂', '😂']",0.221,Positive
Santé Salah👏,['👏'],0.521,Positive
👏👏,"['👏', '👏']",0.521,Positive
👏,['👏'],0.521,Positive
حتا دووز  هاد الأزمة بعدا وعاود رجع المدينة 😂😂,"['😂', '😂']",0.221,Positive
حنا ساكنين فيها طبيعة 😘,['😘'],0.702,Positive
والو مع هاد البشار وخا تمشي معاك الهام بنفسها 😂😂😂😂😂😂😂❤️❤️❤️,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '❤', '❤', '❤']",0.3785,Positive
👏👏👏,"['👏', '👏', '👏']",0.521,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
بالصحة التبحيرة 🙌🙌,"['🙌', '🙌']",0.56,Positive
👍👍👍,"['👍', '👍', '👍']",0.522,Positive
فينك اسي الغماري شحال هادي مشفناك فتلفزة😢😢😢😢,"['😢', '😢', '😢', '😢']",0.007,Positive
وخا مكاين حد معاك فا من ضروري تعمل لكمامة راه كتسمى مخالفة القوانين تقدر تخلص 300درهم😟😟,"['😟', '😟']",0.075,Positive
🔥❤️,"['🔥', '❤']",0.443,Positive
👍,['👍'],0.522,Positive
تحياتي لك خويا صلاح الدين♥️♥️,"['♥', '♥']",0.658,Positive
❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
مغوتيش على مايا  ولي معاها في اليخت فعز كورونا والبلاد زادت أضعاف الحالات ومزال طالعة تاتخرج عينيها وتاتقول عادي الموت تاتجي بكسيدة ولا سرطان ماشي كورونا بوحدها لي تاتقتل أين دورك فهاذ البلان لي وقع ما كانو لابسين كمامة ما كان تباعد ودولة مانعة الحفلات والاعراس ولو بحضور فقط العائلة وهم فعلا كانو دايرين حفل بينهم ماهذا بالله عليك واش الفقير هو لي ملزوم يشري لكمامة ولا نساها يخلص غرامة وعلى مايا وناس لفوسفاط بلاش يشريوها وبلاش يخلصو بغرامة إذا مالبسوهاش🤔🤔🤔,"['🤔', '🤔', '🤔']",0.0,Objective / Non-conclusive
Mara khera ghawat ella likhdamin m3ak nasehoum madairch lkemama l video lghoumary m9ala9 mankoum fuck 🤫,['🤫'],0.0,Objective / Non-conclusive
Hmaditi nta wlh kadir hadxi kml bax traxa7 l intikhabqt baayna wlk wlh la ditiha 🙃👌,"['🙃', '👌']",0.282,Positive
"نداء إنساني ⚠️⚠️⚠️🌹🍓
حياة طفلة بين الحياة والموت والحل الوحيد هو عملية بعشرين مليون البنيتة كاينة فدكالة من عائلة فقيرة كنعرفها مزيان والديها مافحالهمش و فايت فقدو بنت أخرى ختها بنفس المرض ماتت ليهم مابغيت لا جيم لا والو بغيتها غير توصل لإعلام وتقدر تلقا لي عونها ويديرو ليها لعملية و عارفا بلي إلا درنا حملة فيسبوك و كلشي وصل هادشي لصحافة غادين يديرو خدمتهم ويقدرو يشوفوها لمحسنين وتنقد بالفضل لحملة لي غادي نديرو فمواقع التواصل : خاصها تخاع الشوكي سميتها مروى
ختها لي ماتت بنفس المرض سميتها سلمى","['⚠', '⚠', '⚠', '🌹', '🍓']",0.21939999999999998,Positive
👏👏,"['👏', '👏']",0.521,Positive
لي يحب القصف بصح مايعرفش يكلاشي ادخلو لصفحة هادي تضحكو شوية 😂😍😂😍,"['😂', '😍', '😂', '😍']",0.4495,Positive
😢😢😢,"['😢', '😢', '😢']",0.007,Positive
ختي إذا كنتي كتبغي الموضة وداك شي خاصك ضرووووري تدخلي عندي آجي مرحبا بيك إدا ماستفدتي ماتنضري😉💘,"['😉', '💘']",0.5765,Positive
شوف طرولات لي كندير الهربة 🤣لا ضحكوك خلي ابوني ❤🔥,"['🤣', '❤', '🔥']",0.29533333333333334,Positive
البنات قرارت نرجع رقاصة حيت اليوتيب معطاني والوو الحمد الله الشطيح والغناء ماشي حراام ها طراكس ها مايا عايشن مزيانين ومضبرين على ريسهم الله يسهال عليا وعليهم ❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
المهم صفحتي مهمة لتبادل المتابعين لي معتم يدير فولوا 🔥🔥🔥,"['🔥', '🔥', '🔥']",0.14,Positive
الطاس ماعندهومش معانا فين ما نمشيو عندهم يرفضو الطلب ولاد الحرام شي حد محرشهم علينا 😂,['😂'],0.221,Positive
💔💔💔,"['💔', '💔', '💔']",-0.122,Negative
البنات انا رشيد شاب طموح فنان ورقاصة ديال الشعبي كنشطاح احسن من مايا و طراكس ولكن الحض محالفنيش فى المغرب 💔💔😭😭,"['💔', '💔', '😭', '😭']",-0.10749999999999998,Negative
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
دابا هاد راس القليوة غادي يدرب الوداد 😮,['😮'],0.278,Positive
شكون اللي باغي يطلع لحساب تاعوا باش ندير ليه pub من داكشي الرفيع😍😍,"['😍', '😍']",0.678,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
Khl3neeee 😢😂😂😂😂😂😂😂😂,"['😢', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.19722222222222227,Positive
Lbnat🔊👩 lli bghat tkhdam mn darha obtelefonha tkhalli liya msj price onchrah liha kifach😊,"['🔊', '👩', '😊']",0.3826666666666667,Positive
Malkom 7mir malkom had lhedra gualha fech kanet lbotola ba9i ma t7essmatch tfo 3la 2i3lam ki dayr  tfo 3la nhar li jitou fih lhad lkawn a chouf tv  a lfada2i7 rebbi ki sster o ntuma tab3in hada tale9 hada tzewej hada khan ki re9assat hada ki tle3 f7ayet hada ki kherej lma men wednou 😂wellah diyal le9tila 3amerni cheftkom fchari3 l3am mais antle3 lmeghrib an3ayet likom tjiw 3andi ndfel 3la lcamera o lou7ouha gulu wa7ed siyed 3andu ta9a khayaliya ki dfel 3la camera 😂,"['😂', '😂']",0.221,Positive
3lax Xi wa7d yfahmnii😔💔,"['😔', '💔']",-0.134,Negative
❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️❤️❤️❤️🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦']",0.4389999999999999,Positive
❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
المسيرة الخضراء كاين اللي معارف عليها والو ولكن غير فرحان حيت كيجلس عطلة 😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
المسيرة الخضراء كاين اللي معارف عليها والو ولكن غير فرحان حيت كيجلس عطلة 😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
وخا هد لبلاد معطتنا والو نهار تحتاجنا فشي مسيرة خرا حنا واجدين والله إما نرجعو لور غير باش نبينو ليكم رحنا رجال وخا نتوما مطلعتوش معنا رجال 🇲🇦💪🏽,"['🇲', '🇦', '💪', '🏽']",0.28175,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
ختي إذا كنتي كتبغي الموضة وداك شي خاصك ضرووووري تدخلي عندي آجي مرحبا بيك إدا ماستفدتي ماتنضري😉💘,"['😉', '💘']",0.5765,Positive
فيناهو المغرب 😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
اوو المغاربة فين نسيتوهم😡,['😡'],-0.173,Negative
الدول العربية هي المغرب التي شاركت في المسيرة الخضراء 😮😮🇲🇦🇲🇦,"['😮', '😮', '🇲', '🇦', '🇲', '🇦']",0.283,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
علاش دول مغاربية مشاركاتش🤔,['🤔'],0.0,Objective / Non-conclusive
و الجزائر 🇩🇿🇩🇿؟😍,"['🇩', '🇿', '🇩', '🇿', '😍']",0.3944,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
🎉,['🎉'],0.74,Positive
🙉🙊🙈,"['🙉', '🙊', '🙈']",0.41133333333333333,Positive
🔥,['🔥'],0.14,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
🇲🇦🇲🇦🇲🇦🇲🇦❤️❤️❤️❤️,"['🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '❤', '❤', '❤', '❤']",0.43900000000000006,Positive
💓🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,"['💓', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦']",0.3112666666666666,Positive
😍😍,"['😍', '😍']",0.678,Positive
انا عائشة الملاقبة بالرقاصة هويام ان شاء الله قريب الجديد ديالي انا والفنان الكبير عديل الميلودي ستنو ومتفالطيوس البنات ❤️❤️,"['❤', '❤']",0.746,Positive
😍😍👏👏,"['😍', '😍', '👏', '👏']",0.5995,Positive
البنات انا رشيد شاب طموح فنان ورقاصة ديال الشعبي كنشطاح احسن من مايا و طراكس ولكن الحض محالفنيش فى المغرب 💔💔😭😭,"['💔', '💔', '😭', '😭']",-0.10749999999999998,Negative
بغيتي تضحك دخل لعندي غتلقا فيديوهات واعرين 😁,['😁'],0.45,Positive
بغيتي تضحك دخل لعندي غتلقا فيديوهات واعرين 😁,['😁'],0.45,Positive
شكراا شوف تيفي انت سباب نجاحي الحمد الله بديت تنحقاق حلمي و انا حاليا كنوجد فيديو كليب انا والفنان الكبير عديل الميلودي ❤️😍,"['❤', '😍']",0.712,Positive
😂😂,"['😂', '😂']",0.221,Positive
مازال ماتزاديت😉,['😉'],0.464,Positive
ماما كانت مزال صغيرة😂😂😂,"['😂', '😂', '😂']",0.221,Positive
Makaynax 😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
